// Nombre d'états (#T), de HAPS (#H), de positions envisageables pour le déploiement (#E) de types de communication (#C), d'unités (#U) et de bases (#B)
100, 10, 121, 3, 10, 1

// Altitude de déploiement des HAPS (A)
20

// Nombre de relais par type de communication (R_1, R_2, ...)
4, 4, 4

// Types de communication de chaque unité (C_u)
3
3, 2
2
2, 3
1
2
2
1, 3
3
1

// Types de communication de chaque base (C_b)
1, 2, 3

// Positions des bases (x_b, y_b)
600, 750

// Positions envisageables pour le déploiement d'un HAPS (x_e, y_e)
0, 0
0, 100
0, 200
0, 300
0, 400
0, 500
0, 600
0, 700
0, 800
0, 900
0, 1000
100, 0
100, 100
100, 200
100, 300
100, 400
100, 500
100, 600
100, 700
100, 800
100, 900
100, 1000
200, 0
200, 100
200, 200
200, 300
200, 400
200, 500
200, 600
200, 700
200, 800
200, 900
200, 1000
300, 0
300, 100
300, 200
300, 300
300, 400
300, 500
300, 600
300, 700
300, 800
300, 900
300, 1000
400, 0
400, 100
400, 200
400, 300
400, 400
400, 500
400, 600
400, 700
400, 800
400, 900
400, 1000
500, 0
500, 100
500, 200
500, 300
500, 400
500, 500
500, 600
500, 700
500, 800
500, 900
500, 1000
600, 0
600, 100
600, 200
600, 300
600, 400
600, 500
600, 600
600, 700
600, 800
600, 900
600, 1000
700, 0
700, 100
700, 200
700, 300
700, 400
700, 500
700, 600
700, 700
700, 800
700, 900
700, 1000
800, 0
800, 100
800, 200
800, 300
800, 400
800, 500
800, 600
800, 700
800, 800
800, 900
800, 1000
900, 0
900, 100
900, 200
900, 300
900, 400
900, 500
900, 600
900, 700
900, 800
900, 900
900, 1000
1000, 0
1000, 100
1000, 200
1000, 300
1000, 400
1000, 500
1000, 600
1000, 700
1000, 800
1000, 900
1000, 1000

// Poids et puissance maximale de chacun des HAPS (W_h, P_h)
196, 147
157, 171
171, 111
162, 138
185, 101
199, 104
117, 188
171, 125
170, 109
180, 198

// Poids, puissance et portée de chacun des relais de type 1 (w_r, p_r, s_r)
53, 89, 122
80, 90, 112
60, 75, 193
82, 58, 120

// Poids, puissance et portée de chacun des relais de type 2 (w_r, p_r, s_r)
41, 41, 124
64, 44, 89
59, 61, 123
57, 88, 132

// Poids, puissance et portée de chacun des relais de type 3 (w_r, p_r, s_r)
66, 50, 150
42, 65, 184
81, 40, 85
81, 89, 130
