// Déplacements de l'unité terrestre 1 sur un horizon temporel (x_1^t, y_1^t) 
(732.9362224718981,188.59594284076357), (752.9181969305688,189.44488143278943), (768.8323142871079,199.68135327320516), (752.4413657280583,211.14158037979368), (736.0477601283568,222.59800632515018), (743.4904691565722,241.1615750101127), (724.4644898059032,247.3269711650988), (714.4627779000393,264.6464907586701), (702.6940701891205,280.81737566998396), (683.1454110092782,285.0422927425866), (663.1543287128919,284.44510883530654), (644.8648403993382,292.53798330785224), (640.7830111172589,312.11701979364386), (634.0298443754086,330.94239466260115), (614.1855496785856,333.43317124544524), (594.2294398529594,334.7574373167265), (575.6709224428087,342.2127328532649), (592.2353800498721,331.0047560428054), (607.860912500514,318.5210572466178), (623.4065685771158,305.9380299022934), (637.2404680038387,299.3493806980825), (649.0988745381123,298.8527293736519), (668.4418927255431,293.76867121104976), (685.518921192522,295.2766500691987), (699.8355906396916,303.162415682595), (681.6427906090565,311.4703653120357), (681.6874517809728,331.4703154464666), (680.5436201520765,351.4375798861623), (661.8020375664539,358.4199206245026), (642.7664196244934,364.555493097199), (643.2952849678651,344.5624867837758), (639.7451378654343,324.8800973060954), (637.3452714432719,344.73559128523823), (617.627396763694,341.3881417904046), (599.7196469554684,350.2938981763605), (581.7278690067596,359.0286521078892), (563.6964806960574,367.6813416081931), (545.6845688472998,376.3745016523074), (527.7353675954959,385.19641609432284), (509.9100974188279,394.26613180810295), (492.18613345955714,403.532258375902), (510.88292173604435,410.6336743012095), (525.6512365432561,397.1467592441963), (513.8472617728604,413.29191887858394), (499.2669657933359,426.98187757645667), (479.26696913347536,426.97031878900145), (462.0684422215178,437.178681638091), (445.8127882554389,448.8300212235251), (429.0782824047233,437.87756424199046), (409.09949955183106,436.9565671100846), (389.9563423142045,431.1652347093753), (372.26766381693454,425.29608776949783), (356.42209355107474,419.5722960377486), (372.4067211811944,431.59276522686156), (391.2852956024528,438.1957515074024), (407.79190596260764,449.4887499762781), (424.20714489295983,460.91415722763895), (424.7470067838938,440.9214448268986), (427.51087985902325,422.8152404289294), (442.43130036487804,436.1336882337026), (439.94607844555946,455.9786793400684), (420.1823323475022,459.0436981281881), (410.7111435237104,476.65893534668965), (427.6897198329872,487.229079456874), (415.2101663555354,471.60023608945164), (403.49635756229117,455.83080128051824), (392.64693983395165,440.27659170916394), (405.65992209206706,425.08902137187914), (392.9689814746609,409.6313363496816), (381.7727567927117,395.8601117136534), (372.78373254739677,413.7262093042617), (385.4382263577017,429.2137457902544), (405.1513583859916,432.5890125404846), (425.14616629369095,433.04470622510587), (444.13214409002813,439.3322054988229), (464.0622225895746,441.00312470749685), (474.10852355774006,423.7094311501032), (485.64873961372405,410.12746654294773), (476.2631928057895,392.46644983619865), (466.79430128736095,377.80649779454836), (457.4778640193843,366.4974667345788), (448.29043050222435,358.63297439942903), (439.75187974013363,354.6510613828287), (456.72030773371785,344.06463368381014), (476.37719064835403,340.3758731765008), (496.1712618890184,343.2385194556461), (514.5351420016699,351.1611394268528), (530.9226170225902,362.62633294631473), (544.5134138425926,347.95356082249936), (525.392843414156,342.08808671624035), (515.0660766608722,324.96039310550356), (507.2085723924026,306.5685572354502), (514.2909198565499,287.8645374964453), (522.0426357612598,275.72051605451037), (530.2914818738436,270.52476597377796), (538.4096133767213,272.11882510829633), (546.2668767581234,280.5916739386), (552.775699693028,299.50291990501006), (562.1091176782843,317.1915407871617), (568.2922820980689,336.2117531350276)

// Déplacements de l'unité terrestre 2 sur un horizon temporel (x_2^t, y_2^t) 
(726.7862160852129,538.2355080488915), (713.376977916527,553.0743871081553), (696.1717711439317,563.2714876721508), (676.9044051396529,568.6351251745516), (656.9327637700052,569.699804000383), (637.068246210928,567.3758112841481), (617.6885931193866,562.4332364438941), (631.1145667113744,577.2569752808828), (650.7460802010279,581.0784511875914), (660.033774061573,598.7911230005278), (672.5551526699165,583.1957686362782), (659.752371897089,567.8305870726612), (641.5198046662116,559.6102773357026), (622.5101601568277,553.3946988729323), (641.4353210307678,546.9264467214242), (624.9844219384952,535.5524448286926), (608.4176983894527,524.3478176216144), (591.7379599943382,513.3121333623332), (578.7505708182966,528.5215949698339), (579.0888635777418,548.5187337153872), (574.2158921039561,567.9160054053871), (554.2280731353919,568.6139258019276), (553.6367464984246,548.622669392977), (540.7554443535358,533.3232558404226), (530.7552471674783,516.0028616116539), (541.5749035987103,499.18218877403825), (545.0300555007095,479.48290134189716), (544.9740545922116,459.4829797445947), (543.8050790946882,439.5669586514996), (524.049093620837,436.4523097215269), (504.4909191932212,432.271662276578), (485.10971376594284,427.335178083791), (487.5307029371521,407.48224854095304), (498.2757994879736,424.35064799417694), (484.6350705641686,438.9770116717035), (464.98441093111853,435.2552411271888), (445.4653217143735,430.89575077294467), (465.2690634966682,428.1007889806843), (485.10219309547637,430.6789608750465), (483.81047442707467,450.6372038558728), (468.72040380286916,463.7631235781814), (478.39883622669265,446.26089669651054), (491.79559112836904,461.1110468002775), (506.9073723781977,448.01012822724124), (516.9722389745692,465.2930232508548), (526.6825110822623,447.80844102551816), (533.0746404215364,466.759448452829), (532.5844997877539,446.76545530090675), (531.7277976790518,427.92494517824383), (530.6513690217513,410.82953639334744), (529.381594334589,395.99011836661873), (527.7927386038882,383.72731492182453), (525.6916851929343,374.2519122434719), (523.4030480569417,368.1346526395361), (520.8698332814981,365.46511157562514), (518.25545461096,366.43133979294447), (515.5508726563487,371.0099785973028), (535.5300050515901,371.92336172251123), (554.6698005766099,377.7257945967836), (572.1200785789125,387.49758039275525), (587.3975441129618,400.4049057104165), (600.2630572964583,415.71759882839143), (610.5285218296959,432.8821040038062), (591.1288164277204,437.7453776252017), (601.8168082383565,454.6500169604781), (594.8616421097926,473.4017012614703), (612.09833717038,483.5454847463601), (621.4899796455661,501.20326069969803), (628.511353449193,519.9302548501148), (632.9865740347441,539.4231356200436), (634.6788449276625,559.1196777820544), (632.9077966043533,578.0031168408677), (627.0313878098832,558.8859041862919), (616.9615837927752,541.6058854635869), (621.3011908267006,561.1294048899379), (611.4977050765466,578.5618937296454), (592.398167172469,584.495497343867), (577.1875773574834,597.4815651659699), (559.5646600159016,606.9384560066096), (540.4122704770721,612.6991829531792), (539.7081238340041,632.6867835471738), (549.1818065184701,615.0728874309237), (555.202764517342,596.0007070423101), (565.23175698127,578.6969701580855), (551.6407475963717,593.3695453887534), (535.9645834540343,605.3322485163488), (518.4352058920826,613.9759321178386), (499.22140208058255,618.712091797632), (479.2249971917083,619.0912903211088), (459.5982320753411,615.245501576657), (459.3049568683908,595.247651950935), (464.39387960970487,575.905913008096), (475.8141222846776,559.4870806121937), (493.61390834269736,550.3674525337727), (474.2839503250509,555.5009428703786), (485.38683284113057,538.865859467097), (497.5851931190671,523.0165690561777), (510.6663860813795,507.961053596801), (524.2202339488149,494.15255577946436), (537.8959596252647,482.0189304128712)

// Déplacements de l'unité terrestre 3 sur un horizon temporel (x_3^t, y_3^t) 
(274.30073184681163,669.1202637856219), (290.63493378031666,657.5792999092604), (307.71633118451786,647.1761339142496), (325.36704313098556,637.7712220176489), (343.4210542279195,629.1658351401294), (361.7978885813673,621.2733096161959), (380.384756974167,613.8889800360142), (399.23032359031845,607.1923675404164), (418.2986754042678,601.1592954291738), (437.50760284577757,595.5899950649616), (456.8919621083969,590.6659097714575), (476.30984795765545,585.8757418051786), (457.2083434914797,591.8030115922447), (437.2251947360776,592.623843986507), (417.66352579439814,588.4595783590363), (399.5457744092341,579.9892132697744), (383.4131443602886,568.1681199318525), (399.513017921898,556.3024521756666), (405.0259161870949,537.0772615987805), (424.74126654372475,533.7149766145272), (433.2778815926118,515.6283460961827), (438.4964975574075,496.32119593330316), (445.5006975696794,477.58777173514625), (464.10427634998456,484.92990062021624), (446.1286663872914,476.1619221491475), (427.3664300158307,483.0885725908427), (408.65402264950194,487.7601983971914), (390.42753534958206,490.0019766912239), (400.884136473152,472.9532379419042), (417.4578259517469,461.7589171913132), (420.021867565841,441.9239558704234), (434.95802891034657,428.62316325152676), (451.7097846727131,417.6971082050784), (441.8966734583983,400.2700359238405), (433.1086349627392,383.67297643317914), (413.7714555713945,378.56675540516295), (432.813004831758,384.68389540398186), (451.5882984659106,391.5750744722799), (469.3150267553251,400.83591159174546), (449.9326556003984,405.767816742158), (465.90701513559173,396.86904654299985), (450.4358525657054,409.5435535841493), (435.25866082112094,422.56863902525555), (420.99694753444675,435.93315235780597), (432.3625001111843,419.47641469126296), (412.88196685205304,414.9477477858835), (393.9595729173213,410.32687499958786), (381.86820086691404,426.2579365442129), (362.1491440323452,422.91745790260427), (342.9584934968828,428.5494142257442), (324.29964975685294,435.74993853201164), (312.9987340272893,452.2511295094321), (322.3682058399554,434.58157948823305), (336.85891841345966,420.79683251514405), (354.8495619102408,412.0597422345228), (374.54563681120356,408.5863241059836), (379.24665917367025,428.0259843074271), (367.81701993113717,444.438276858608), (364.7289133537053,464.19842862336986), (366.77157647933996,484.0938433552917), (374.64882913724,502.477229620167), (385.005704546282,519.5867337556346), (397.35851690149525,535.3159431101092), (411.3441559545983,549.6128623683381), (426.62379926028547,562.5176095743461), (422.1504510043653,582.0109201033778), (432.67359932944606,565.0031762986179), (431.6115957405187,545.0313924930309), (426.5597962556915,525.6799242809003), (424.4917696352454,505.7871299599125), (404.5664709928589,504.06014588016257), (384.8705806395195,500.7843035453661), (404.4822038720163,504.70657765442473), (424.3947573558847,502.8383662766407), (441.32406335216757,513.4872440806265), (460.5075706045489,519.143483953354), (454.3935771900351,538.1860437741155), (435.5074850866774,531.6045906622649), (434.8514219070316,511.61535403090966), (428.4645470901673,492.66257507705427), (424.2307417593322,473.11583897046626), (421.82467247523005,453.26109569335233), (431.0021846520294,435.49108527566545), (443.8202845025769,420.13868102677355), (443.4493913441284,400.14212036587446), (462.85864970561545,395.31711364494174), (482.85084516240335,395.8757913853155), (502.22294431572124,400.847890981464), (520.3944223241755,409.20237402880235), (504.0793521933353,420.7703680911178), (514.6276565720156,437.76252141948424), (529.5782724487284,451.04706450184057), (549.0499214007558,446.4803493706976), (529.068167265109,447.3344580655125), (546.6019106476505,456.95567643925193), (562.9557286426331,468.46882705005277), (578.0196272754246,481.6247746776842), (591.6342799181473,496.2754140295351), (603.5784820835971,512.3171107799061), (589.9656251021506,497.66480294794036)

// Déplacements de l'unité terrestre 4 sur un horizon temporel (x_4^t, y_4^t) 
(465.7719416574123,28.985097099527728), (466.57251157385883,48.96906787134584), (467.39153489937235,68.95229085444507), (468.2405441182492,88.9342623123934), (469.0867103971497,108.91635436073638), (470.5323126996044,128.864041795202), (472.3448806391984,148.78173738139762), (474.604265728449,168.6537070627974), (477.27861298546213,188.47409723930267), (480.2309888997009,208.2549838842694), (483.61037951037736,227.96740938445762), (487.05791295610356,247.66803153556236), (490.3456592200052,267.3959489244861), (493.2050629102001,287.19048884175874), (492.0024662973771,267.22667754764893), (482.23232604570626,249.77547817732824), (491.02763903033446,231.81322694029143), (500.44757079393673,220.80588949163618), (486.2889993590806,206.6802088027605), (475.6264834235367,189.75948913945209), (464.39268741825254,179.16521494628097), (445.1791831048862,173.61172487243982), (425.3967467696185,173.8055955617502), (406.24980688013494,179.5844097020823), (389.2578684934313,190.1330603201693), (375.2569335551218,204.41500069440502), (364.6926942906445,221.39725168662852), (357.7624783346295,240.15817135499753), (376.03217767176847,232.02072174651795), (396.0290290898134,231.66585083388154), (415.18815727118584,237.4041264746764), (432.6021012654424,247.24051577994976), (451.0224350057135,239.4500533484229), (471.01973897183683,239.12167234034476), (490.04675941583037,245.28385482902945), (506.9044780638279,256.0457004878817), (516.2342017940932,238.3551308216181), (527.0403110649912,227.94693314112314), (539.2339050646757,225.25780356316653), (552.6474466130257,230.53596092055773), (556.8359076056,210.97945830598772), (540.3067340143399,199.71951068666067), (527.6350444379395,184.24604038167266), (513.7817988810688,175.4034939000689), (498.6489643648975,173.0946532160294), (482.33380132097756,177.154533742845), (465.1743591813623,187.42845925635714), (450.68436400473274,201.21396032745542), (439.02426624501817,217.4633332456298), (430.42289823810006,235.51925937556192), (424.82217240895415,254.7190476605076), (410.54772044794805,240.71047809709648), (397.5100854824644,231.8796999992329), (386.4646218148958,228.9355334642867), (377.79007627233244,232.1027866087958), (372.06183033398366,241.6804359496157), (369.6207216506462,257.7119640605032), (370.7618160034989,277.67938511776265), (374.3925943993061,297.3470603296564), (379.8492349641168,316.5882940153238), (386.66272767367053,335.3919191205225), (394.5464877826254,353.77251558920256), (403.1926484701308,371.80703541552), (383.37758753779553,369.09348419104646), (364.58278709260856,368.21407305099143), (347.1562101788239,369.14875427147285), (342.34982141944425,349.7348770931834), (343.7595367306826,329.78462138702116), (349.2053749464515,314.88986305180015), (355.63493619699705,333.8282035843147), (361.7519512540963,314.7866141865984), (380.9551969612617,320.37547402651506), (398.14322669508095,310.1494467495445), (417.94996947531183,307.375831700953), (408.9985772360321,325.26081358460505), (402.6455913156774,344.2249789998237), (398.92521963330825,363.87590352120503), (397.4850957578451,383.8239872192278), (404.7963942239002,365.2082703450308), (415.460532453648,351.91206940742387), (399.7096896775185,364.23728550458213), (379.985149230752,367.54523111536093), (365.1156904605867,354.16991071238164), (349.3050930566426,341.9214410230532), (365.8063951240131,330.62068750475214), (382.0745800873946,318.9868507344856), (396.43189527977296,305.06321972577587), (408.1759072789929,288.87439079462155), (423.83206973623993,279.75276091655667), (443.2444558054101,278.1886566810832), (429.10367344178735,264.04516792672507), (411.99667476924384,253.68415463566154), (394.89859061507855,243.30843691315766), (379.0677432944941,238.18562086789862), (365.03368585722285,238.64016374142352), (352.90938357337,244.5323868637657), (343.23874859132906,256.0068288946548), (351.74023754860156,237.9036610638752), (364.29644034283183,227.43753549917022), (380.89387712932523,225.2624268112547)
