// Nombre d'états (#T), de HAPS (#H), de positions envisageables pour le déploiement (#E) de types de communication (#C), d'unités (#U) et de bases (#B)
100, 10, 225, 3, 10, 1

// Altitude de déploiement des HAPS (A)
20

// Nombre de relais par type de communication (R_1, R_2, ...)
4, 4, 4

// Types de communication de chaque unité (C_u)
3
3, 2
2
2, 3
1
2
2
1, 3
3
1

// Types de communication de chaque base (C_b)
1, 2, 3

// Positions des bases (x_b, y_b)
600, 750

// Positions envisageables pour le déploiement d'un HAPS (x_e, y_e)
0, 0
0, 70
0, 140
0, 210
0, 280
0, 350
0, 420
0, 490
0, 560
0, 630
0, 700
0, 770
0, 840
0, 910
0, 980
70, 0
70, 70
70, 140
70, 210
70, 280
70, 350
70, 420
70, 490
70, 560
70, 630
70, 700
70, 770
70, 840
70, 910
70, 980
140, 0
140, 70
140, 140
140, 210
140, 280
140, 350
140, 420
140, 490
140, 560
140, 630
140, 700
140, 770
140, 840
140, 910
140, 980
210, 0
210, 70
210, 140
210, 210
210, 280
210, 350
210, 420
210, 490
210, 560
210, 630
210, 700
210, 770
210, 840
210, 910
210, 980
280, 0
280, 70
280, 140
280, 210
280, 280
280, 350
280, 420
280, 490
280, 560
280, 630
280, 700
280, 770
280, 840
280, 910
280, 980
350, 0
350, 70
350, 140
350, 210
350, 280
350, 350
350, 420
350, 490
350, 560
350, 630
350, 700
350, 770
350, 840
350, 910
350, 980
420, 0
420, 70
420, 140
420, 210
420, 280
420, 350
420, 420
420, 490
420, 560
420, 630
420, 700
420, 770
420, 840
420, 910
420, 980
490, 0
490, 70
490, 140
490, 210
490, 280
490, 350
490, 420
490, 490
490, 560
490, 630
490, 700
490, 770
490, 840
490, 910
490, 980
560, 0
560, 70
560, 140
560, 210
560, 280
560, 350
560, 420
560, 490
560, 560
560, 630
560, 700
560, 770
560, 840
560, 910
560, 980
630, 0
630, 70
630, 140
630, 210
630, 280
630, 350
630, 420
630, 490
630, 560
630, 630
630, 700
630, 770
630, 840
630, 910
630, 980
700, 0
700, 70
700, 140
700, 210
700, 280
700, 350
700, 420
700, 490
700, 560
700, 630
700, 700
700, 770
700, 840
700, 910
700, 980
770, 0
770, 70
770, 140
770, 210
770, 280
770, 350
770, 420
770, 490
770, 560
770, 630
770, 700
770, 770
770, 840
770, 910
770, 980
840, 0
840, 70
840, 140
840, 210
840, 280
840, 350
840, 420
840, 490
840, 560
840, 630
840, 700
840, 770
840, 840
840, 910
840, 980
910, 0
910, 70
910, 140
910, 210
910, 280
910, 350
910, 420
910, 490
910, 560
910, 630
910, 700
910, 770
910, 840
910, 910
910, 980
980, 0
980, 70
980, 140
980, 210
980, 280
980, 350
980, 420
980, 490
980, 560
980, 630
980, 700
980, 770
980, 840
980, 910
980, 980

// Poids et puissance maximale de chacun des HAPS (W_h, P_h)
196, 147
157, 171
171, 111
162, 138
185, 101
199, 104
117, 188
171, 125
170, 109
180, 198

// Poids, puissance et portée de chacun des relais de type 1 (w_r, p_r, s_r)
53, 89, 122
80, 90, 112
60, 75, 193
82, 58, 120

// Poids, puissance et portée de chacun des relais de type 2 (w_r, p_r, s_r)
41, 41, 124
64, 44, 89
59, 61, 123
57, 88, 132

// Poids, puissance et portée de chacun des relais de type 3 (w_r, p_r, s_r)
66, 50, 150
42, 65, 184
81, 40, 85
81, 89, 130
