// Nombre d'états (#T), de HAPS (#H), de positions envisageables pour le déploiement (#E) de types de communication (#C), d'unités (#U) et de bases (#B)
100, 10, 1156, 3, 10, 1

// Altitude de déploiement des HAPS (A)
20

// Nombre de relais par type de communication (R_1, R_2, ...)
4, 4, 4

// Types de communication de chaque unité (C_u)
3
3, 2
2
2, 3
1
2
2
1, 3
3
1

// Types de communication de chaque base (C_b)
1, 2, 3

// Positions des bases (x_b, y_b)
600, 750

// Positions envisageables pour le déploiement d'un HAPS (x_e, y_e)
0, 0
0, 30
0, 60
0, 90
0, 120
0, 150
0, 180
0, 210
0, 240
0, 270
0, 300
0, 330
0, 360
0, 390
0, 420
0, 450
0, 480
0, 510
0, 540
0, 570
0, 600
0, 630
0, 660
0, 690
0, 720
0, 750
0, 780
0, 810
0, 840
0, 870
0, 900
0, 930
0, 960
0, 990
30, 0
30, 30
30, 60
30, 90
30, 120
30, 150
30, 180
30, 210
30, 240
30, 270
30, 300
30, 330
30, 360
30, 390
30, 420
30, 450
30, 480
30, 510
30, 540
30, 570
30, 600
30, 630
30, 660
30, 690
30, 720
30, 750
30, 780
30, 810
30, 840
30, 870
30, 900
30, 930
30, 960
30, 990
60, 0
60, 30
60, 60
60, 90
60, 120
60, 150
60, 180
60, 210
60, 240
60, 270
60, 300
60, 330
60, 360
60, 390
60, 420
60, 450
60, 480
60, 510
60, 540
60, 570
60, 600
60, 630
60, 660
60, 690
60, 720
60, 750
60, 780
60, 810
60, 840
60, 870
60, 900
60, 930
60, 960
60, 990
90, 0
90, 30
90, 60
90, 90
90, 120
90, 150
90, 180
90, 210
90, 240
90, 270
90, 300
90, 330
90, 360
90, 390
90, 420
90, 450
90, 480
90, 510
90, 540
90, 570
90, 600
90, 630
90, 660
90, 690
90, 720
90, 750
90, 780
90, 810
90, 840
90, 870
90, 900
90, 930
90, 960
90, 990
120, 0
120, 30
120, 60
120, 90
120, 120
120, 150
120, 180
120, 210
120, 240
120, 270
120, 300
120, 330
120, 360
120, 390
120, 420
120, 450
120, 480
120, 510
120, 540
120, 570
120, 600
120, 630
120, 660
120, 690
120, 720
120, 750
120, 780
120, 810
120, 840
120, 870
120, 900
120, 930
120, 960
120, 990
150, 0
150, 30
150, 60
150, 90
150, 120
150, 150
150, 180
150, 210
150, 240
150, 270
150, 300
150, 330
150, 360
150, 390
150, 420
150, 450
150, 480
150, 510
150, 540
150, 570
150, 600
150, 630
150, 660
150, 690
150, 720
150, 750
150, 780
150, 810
150, 840
150, 870
150, 900
150, 930
150, 960
150, 990
180, 0
180, 30
180, 60
180, 90
180, 120
180, 150
180, 180
180, 210
180, 240
180, 270
180, 300
180, 330
180, 360
180, 390
180, 420
180, 450
180, 480
180, 510
180, 540
180, 570
180, 600
