// Déplacements de l'unité terrestre 1 sur un horizon temporel (x_1^t, y_1^t) 
(310.4916666666667,295.49444444444447), (313.9076986990163,306.7170270568944), (319.26123249002586,323.4281822439435), (325.66220854836064,342.37620339393766), (332.37610053194516,361.21562096542215), (339.4181111741088,379.93486470323523), (346.80317013619214,398.5214433051876), (354.55315060483383,416.95884558250617), (362.6820171414048,435.2323654632138), (371.1531244954863,453.3497698080869), (379.85961277401856,471.35524291644424), (388.7193083954839,489.28582554766365), (397.65078347577946,507.18076206305983), (406.64039186353693,525.04656574033), (395.00735848493304,508.7778062789486), (384.3266658104977,491.8685542554479), (372.72859131555816,475.5748540001396), (392.66624276297,477.1528447357011), (412.1644534229813,481.60478600416167), (410.4078746267214,501.52749743941894), (407.01792667857666,521.2381101368687), (401.7038558705852,540.5192058382975), (394.2862494639636,558.7769322644752), (384.59149533234523,575.1966461194975), (372.4428673947522,588.954449506177), (356.9998935912889,598.7192692060131), (337.6875302190999,603.6808040739131), (317.6918571390825,603.2648015774454), (298.28214336471495,598.4416271873652), (279.9907812115049,590.3529888235789), (262.85838731700636,580.0340218479679), (246.7649909312937,568.1595705860219), (231.5667202464372,555.1590872030922), (217.09415211383293,541.3552916508853), (203.18790058835813,526.9811423365701), (189.72101701632016,512.1945589970297), (176.63348447282604,497.0711833182012), (163.93828002345347,481.61699993671414), (183.1695332730147,476.12528814063086), (202.85187419011373,472.5748718237619), (222.83382357821935,471.72534333619654), (242.7728975964004,473.28525592909943), (262.3952728701594,477.15338061889065), (277.7542466905313,464.3431533303087), (296.63380776031744,470.9433180109979), (303.46697747886213,489.7398015012033), (305.21640809441965,509.66314189686364), (307.8193004711312,529.4930423321975), (311.5546325752016,549.1411286021705), (316.7488300789113,568.4548623761577), (333.2683703684497,557.1807864219024), (339.8232552080034,576.076116129007), (347.5999531448891,594.502265189471), (356.2692386687039,612.5256801962497), (365.7660209512205,630.1271325874155), (376.1444123694604,647.2235939630864), (386.9320847035161,664.0647971746461), (397.7864355933525,680.7465843236242), (407.8890968753268,696.7762906883236), (416.3720767783518,711.6466151481688), (423.10340155930345,725.513637584125), (427.58035172047653,738.1032444335175), (429.24543981716107,749.0400204332262), (427.78825001552894,758.1485784567769), (422.763036365521,765.0661178928412), (413.74824501691535,769.4009717175738), (399.8769132606079,770.3174216584166), (380.6318343159459,767.2716046026179), (361.48076868574884,761.5064779580518), (342.95130610316573,753.979259587322), (324.9680344283425,745.2270061706583), (307.377243806676,735.7104897226775), (290.046268444364,725.7286415475681), (272.77584851242267,715.642383798809), (255.44820109596714,705.6547597064133), (238.01774025038333,695.8476686641843), (220.3745195238887,686.4287110575174), (216.95156802841063,666.723802961827), (212.99415197426,648.1523541423214), (208.09004048948356,630.8807362980799), (201.921669641703,615.1718936379802), (194.75033672725252,601.602077550441), (186.73160704524196,590.4989183156592), (177.85420624705526,581.9286435024038), (168.6473411072869,576.3506574128596), (159.31061534814313,573.8034640671871), (150.08260989517035,574.2852427581955), (141.56631055226654,577.980653554539), (134.4757143247572,585.1694582351613), (129.46437794686287,595.9012349630848), (127.00617071629384,609.857579462262), (128.25368019108552,627.3070130736995), (133.58296223284654,646.583909943252), (141.92671421883225,664.7603178060933), (152.34567243818708,681.8320871819764), (139.64845294483789,697.2846150378876), (129.3578846298445,712.2571972943646), (122.06089839821921,726.7073688743993), (118.41166175964139,740.8113504460487), (119.23636806969822,754.9594099920673)

// Déplacements de l'unité terrestre 2 sur un horizon temporel (x_2^t, y_2^t) 
(604.1234953703704,759.2762808641976), (590.8459775275201,744.3194255819936), (577.5585662776134,729.3713587412328), (564.2793684308357,714.4159950028902), (551.0235793499346,699.4398788226963), (537.8053839768315,684.4305713410542), (524.6358376367691,669.3785598742453), (511.5257407807133,654.2747404756682), (498.48390478588135,639.111940144466), (485.5257030941041,623.8776036339638), (472.57634065477464,608.6357529453209), (459.5725705101083,593.4402943466249), (446.4553138374257,578.3426926369835), (433.19112499590847,563.3740155285491), (419.65553402099613,548.6503007472899), (435.6512240574383,536.6445562781591), (451.17694871264314,524.0369445324412), (464.23532949404114,508.8883904308771), (472.83554743163415,490.8319164831235), (479.0709676706891,474.51896663029686), (482.3369144037808,460.14022898347304), (482.09916290660476,447.80851929382607), (477.9319241407563,437.5073088495462), (469.4007367407588,429.04591672746915), (456.1022799741374,422.0967356300909), (437.14439219396803,415.72504112120987), (417.75375304234296,410.8257438969679), (398.11743407970505,407.02903774590146), (378.33873803457305,404.06202194643555), (358.4820606386915,401.6719669688488), (338.56500845986943,399.8523426927744), (318.6068047579565,398.56001727208906), (298.6304907745807,397.5869398663379), (278.66087233764085,396.484969139398), (258.6903679322194,395.3991727528497), (238.72864803593887,394.16234666061234), (218.77721938306715,392.7693302539001), (198.82392707884674,391.4032679484622), (178.8481779677766,390.41866272220125), (198.8296007551797,389.5568371069823), (218.52645505613702,393.0258327320674), (237.30338109647786,399.9125626146437), (254.87445006537786,409.4654436088862), (271.2728609206357,420.9149903869103), (286.617730641263,433.7421090523385), (301.0132843676352,447.6262018534952), (321.0072004188341,447.1329261318033), (340.65916619316585,450.8477937208963), (359.2461428212187,458.231850859639), (376.33493016996954,468.62287328042), (391.795634618695,481.31013531559375), (405.6014568343642,495.7807701651549), (417.8609035344224,511.5828575781656), (428.5027900546932,528.5165592198528), (448.45564074702173,529.88905666963), (431.46568004172497,540.4408923029439), (414.01802455593224,550.2173598679229), (396.1331657136165,559.1689979409485), (377.7832903558512,567.1240010430521), (358.9919008369078,573.9711668762523), (340.05525463781936,580.4057166453154), (321.0433731167784,586.614449288126), (301.984873579962,592.6785729185585), (282.9796688425436,598.9077135405712), (264.0514926657924,605.3671366279582), (245.20708888753694,612.0670206748706), (226.25196463675113,618.4469316959799), (207.12051591359477,624.2768261850113), (187.75754876133422,629.2843707989392), (168.1740419216406,633.3446983546511), (148.36191824075075,636.0796124763601), (128.41015035643105,637.4677617083338), (108.41015078208915,637.4636354116927), (88.42614578897252,636.6639201904486), (89.24216964970378,635.5967263421555), (109.2305224753892,636.2791860962174), (89.29136229664807,637.8379969784299), (69.49887951852607,640.711605420397), (50.10928647796321,645.6150411262421), (31.518413613949324,652.9892831994366), (35.32026609893117,660.0378901421583), (54.42123846207656,665.9668744381702), (74.03185522981468,669.894177582684), (93.80850008281175,672.8748349528668), (113.62905429164715,675.5479662355795), (133.110694524285,680.0718687374097), (152.1948522179699,686.0547547569297), (170.84103512037183,693.2880018265503), (189.00892110052396,701.6502933194481), (193.20472667678024,682.0953651537335), (201.24615871246215,663.7832005952902), (211.90902676698974,648.4891377758365), (225.68555800235237,637.0287007691073), (206.31360235512997,642.0013594545641), (186.9777292405936,647.1125247716468), (168.05395881871155,652.4694820292261), (150.19248220837042,658.1062183744364), (134.08587185046812,664.1251696644867), (120.5403001277529,670.8329559461575), (110.5818696084809,678.7380009067729)

// Déplacements de l'unité terrestre 3 sur un horizon temporel (x_3^t, y_3^t) 
(80.2734498758968,208.34173472584453), (99.39943111361788,214.18954129705918), (118.46661352808282,220.22630821102223), (135.97561095470235,229.89248683106803), (152.17798026673412,241.61781107718298), (167.4431678127285,254.53965495433994), (182.0731995123186,268.17644975623483), (196.2850809667872,282.2484938694449), (210.2281663685922,296.5869167073296), (224.01723720215716,311.0735148430869), (237.6505534790662,325.7067881369801), (251.11855280185327,340.49235522929706), (264.405539008915,355.44079988194744), (277.5133974118936,370.54656196426106), (290.3252524480424,385.90417800753767), (302.89549424220405,401.46017431880983), (315.1647052674203,417.2546816178272), (327.2090347630771,433.22133834364337), (338.9794796671171,449.3909588327259), (350.3940923685087,465.8137057673051), (361.3649108758142,482.53617990481735), (354.02949650994935,501.1424072516242), (345.7483233859585,519.3474112804755), (336.3370992004598,536.6812222136726), (325.68668249287566,552.3868761422299), (312.9788328063038,565.1584255802577), (300.9136706110509,549.2075051929496), (288.7603595302494,533.3236445232866), (276.34850088588263,517.6409864261317), (263.5591321708489,502.2646393999061), (250.32536046828415,487.2690638349471), (236.62647673819663,472.69715302855167), (222.4549657411112,458.5844539224456), (207.80864927368464,444.96515093235143), (192.69846580290974,431.8623895638642), (177.1688894882603,419.25952245008887), (159.48411965346395,428.6002352649803), (141.16943480686862,436.63592558815054), (122.54138328018556,443.84157015478615), (105.00151126999222,450.63941799346884), (89.87018237008517,457.33619800001867), (98.06814044607377,463.945173544756), (117.43590942874394,468.9341137763001), (136.53104661591277,474.8818642588945), (155.37202079651823,481.59138674009677), (173.99954671160978,488.87254587052325), (192.41322048950911,496.6787368751748), (210.6139338060309,504.969336055559), (228.59512019096874,513.725872824746), (246.32961015206172,522.9718376646042), (263.83643179057117,532.6419563876301), (281.08920234667823,542.7583741398943), (275.349377972858,561.9170383980752), (272.1186505727625,581.6543735896929), (272.03731853740106,601.6542082165098), (275.1081283822758,621.4170553518954), (280.74770005907817,640.605469338002), (288.5513120370974,659.0202362411293), (298.03824176899826,676.6270009712543), (308.77625763216014,693.499908702955), (320.5657627153417,709.6556374049864), (333.13813420199943,725.2099125472575), (346.16155564038837,740.2045617859205), (359.2892746853705,754.6345569919185), (371.94282950813135,768.2659510524103), (351.95482500142157,768.9585373934179), (331.9706966990853,768.161909503018), (311.9707964418358,768.0987454303985), (292.0780597466031,770.1673262903468), (272.1983331696148,767.9772415376069), (253.01679327842407,762.3143335035082), (234.76197678510525,754.1435517296965), (235.12580381102165,774.1402422032527), (241.35251992310538,793.146241426117), (246.69453009265146,810.0960197568679), (251.145910268262,824.6897558161675), (254.71200568755017,836.6609985992337), (257.3428660657072,845.7019048916345), (258.7890832496477,851.4033444831649), (258.42993851824,853.2099402816904), (256.0403880388321,851.0182016101862), (251.67245698861896,844.8877199876878), (245.15359732272296,834.6914662450051), (236.30913490085084,820.3550696228917), (226.03100543067373,803.1981452308488), (215.88920682298445,785.9602822252128), (205.88062487440428,768.6447317754421), (196.14641211999805,751.1734667367577), (186.85058584140518,733.4650615629929), (178.1520988681715,715.4557216423716), (197.82072904738027,719.0813232301798), (217.17241931213366,724.1322720417447), (236.18583398534173,730.3363080236387), (220.6128794288321,742.8855345488428), (230.64812544899925,760.185645453537), (242.03457948179843,776.627928280412), (254.67808783711374,792.1244342243037), (268.46519894947903,806.6128974683919), (283.2409663949758,820.0916472767606), (298.8533515966476,832.5917844085932)

// Déplacements de l'unité terrestre 4 sur un horizon temporel (x_4^t, y_4^t) 
(388.6812533168528,968.0025401475092), (388.3980110942878,948.0045459020016), (388.134943855219,928.0062760861468), (387.91253783029765,908.0075127353774), (387.7490227787568,888.0081811758497), (387.60018384258785,868.008735009241), (387.5426192169805,848.0088178515656), (387.6454873779627,828.0090823997789), (387.9530085345157,808.0114467710783), (388.37232973174486,788.0158430109126), (388.820529024229,768.020865706744), (389.2679028824462,748.0258699170224), (389.6874881928171,728.0302716972311), (390.17195373670467,708.0361402298033), (389.9343678218056,688.0375514562663), (378.3716025430448,704.3563277311064), (365.2713823520137,714.2244346266033), (351.4344361081141,717.917311198665), (336.8896939535021,715.0942437618824), (321.71789667025894,705.6979373137457), (307.6416695071239,691.4901989697369), (296.02011440697163,675.2132380416605), (286.634518874842,657.5522472283661), (279.1803598206866,638.9932733128892), (273.33548700840265,619.8663953186052), (275.9966625179634,639.6885582910791), (278.466112653897,655.0938625166918), (280.13980960958054,665.4889076719161), (280.4816458139726,670.4320510433593), (278.942339948377,669.5390980705087), (275.271902421291,662.8208482577861), (269.29264871497986,650.3718976687215), (260.72253673757973,632.3011151539873), (280.71108163461025,632.9779259838316), (299.3576062714998,630.3515669678627), (315.7090060806228,624.1582905234987), (329.0401965852681,614.3674291518959), (339.0040103008889,601.2024741339985), (345.61747033865447,585.1663584883963), (349.32961085272484,567.0714212610382), (350.537200722888,547.5756254252927), (349.5858983300492,527.5982626424483), (346.84329171171777,507.7872023745806), (346.5222698280577,527.7846258323716), (340.4197156108742,546.8308546461378), (333.14098464475154,564.917432007845), (325.11208253133066,581.7354419172424), (316.809661830963,597.0455468941096), (318.24699336411845,616.9938319849088), (319.0487324335815,636.9777558854969), (321.52982385436604,655.7132437333379), (325.9612645715881,673.1550442437115), (332.47071900364807,689.2148254645992), (340.961122105556,703.7891726828216), (360.8751513265048,701.9367579918849), (380.8114101544078,700.3412693686536), (379.78518260004597,720.3149234411228), (391.68830484696355,736.3871255545525), (385.4551633768182,755.391018508712), (376.7656261264153,770.2534656527885), (365.8876183399,781.0500734302602), (352.75665164474174,787.5395507318937), (354.219982903352,807.485945434385), (354.5738277438021,824.0124373914192), (353.47891778648795,836.7103058658126), (350.1293585911447,844.8112267959045), (343.9921816829586,847.8654968212433), (334.49709222122,845.4365824677451), (321.0242183111771,837.1635927597985), (305.39867420416624,824.6799085536092), (290.60202892032726,811.2240812529841), (276.32967333451387,797.2133758449006), (294.117340579427,806.3566189229472), (310.0162885886959,813.4823089929034), (323.98796654557555,818.8838940029759), (335.69152524425664,822.4830529716446), (344.8060172959828,824.1890710111392), (350.97277012982045,823.8191079328761), (353.65920522040744,821.0345098064761), (351.9941816204026,815.2938469646175), (345.5544696938194,806.4633481185964), (334.2557454292284,794.5327156679714), (319.6158133983851,780.9065500249047), (304.46212904992194,767.8541230219623), (288.9211688412689,755.2652963970118), (273.0986674039784,743.0322081415081), (257.06841162949604,731.0726554824546), (249.65219357890325,749.6468232922398), (240.777424213809,767.0530704464497), (238.39780540542046,747.1951396799584), (253.57398421529828,734.1688740320217), (267.29825196997206,719.6208681687419), (277.3467034222034,702.3284240554261), (288.0337897053886,686.5241238626433), (299.1358665661415,672.7152616550171), (310.23879320950937,661.2267455914463), (321.13475084903274,652.5282650190928), (331.61915692538787,647.0123291696939), (341.5840701112164,645.1197456641585), (351.1506989664872,647.3343314981906)

// Déplacements de l'unité terrestre 5 sur un horizon temporel (x_5^t, y_5^t) 
